,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2090,6661-EIPZC,Female,0,Yes,Yes,48,No,No phone service,DSL,No,No,No,Yes,No,No,Month_to_month,Yes,Credit card (automatic),29.5,1423.050,No
2091,8957-THMOA,Female,0,No,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,No,Credit card (automatic),20.15,970.850,No
2092,2251-PYLPB,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two_year,No,Credit card (automatic),79.55,5810.900,No
2093,5555-RNPGT,Male,0,No,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month_to_month,No,Credit card (automatic),24.8,223.900,No
2094,1057-FOGLZ,Female,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month_to_month,No,Mailed check,19.65,391.700,No
2095,9300-RENDD,Male,0,No,No,1,Yes,No,Fiber_optic,No,No,No,No,Yes,No,Month_to_month,Yes,Electronic check,79.95,79.950,Yes
2096,0761-AETCS,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month_to_month,No,Electronic check,19.3,19.300,Yes
2097,8087-LGYHQ,Male,0,No,No,9,Yes,No,Fiber_optic,No,No,Yes,No,Yes,Yes,Month_to_month,Yes,Electronic check,94.05,811.650,No
2098,4137-BTIKL,Male,0,No,No,2,Yes,Yes,Fiber_optic,Yes,No,No,No,No,Yes,Month_to_month,No,Mailed check,90.75,174.750,No
2099,2190-BCXEC,Female,0,Yes,No,40,Yes,Yes,Fiber_optic,No,No,No,Yes,No,No,Month_to_month,Yes,Credit card (automatic),78.85,3126.850,No
2100,6227-FBDXH,Male,0,Yes,No,69,Yes,Yes,Fiber_optic,No,No,Yes,No,Yes,Yes,One_year,No,Bank transfer (automatic),99.5,6841.450,No
2101,2153-MREFK,Female,0,Yes,No,37,Yes,Yes,Fiber_optic,Yes,No,Yes,Yes,No,Yes,One_year,Yes,Electronic check,99.2,3754.600,Yes
2102,2911-WDXMV,Male,0,No,Yes,18,Yes,Yes,Fiber_optic,No,No,Yes,No,No,No,Month_to_month,Yes,Credit card (automatic),80.55,1406.650,No
2103,7206-PQBBZ,Male,1,Yes,No,11,Yes,No,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic check,70.2,834.700,No
2104,3106-ULWFW,Female,0,Yes,No,8,Yes,Yes,Fiber_optic,No,No,No,No,No,Yes,Month_to_month,Yes,Credit card (automatic),85.2,627.400,Yes
2105,0925-VYDLG,Female,0,No,No,3,Yes,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,No,Electronic check,75.25,242.000,Yes
2106,4547-FZJWE,Male,0,Yes,Yes,55,Yes,No,DSL,Yes,No,No,No,No,Yes,One_year,No,Credit card (automatic),59.45,3157.000,No
2107,7422-WNBTY,Male,0,Yes,No,33,Yes,Yes,Fiber_optic,No,Yes,Yes,No,No,Yes,Month_to_month,Yes,Electronic check,93.35,3092.000,No
2108,0842-IWYCP,Female,0,No,No,46,Yes,No,DSL,No,No,No,No,No,No,Month_to_month,No,Bank transfer (automatic),44.95,2168.900,No
2109,3521-HTQTV,Male,0,No,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,No,Bank transfer (automatic),26.1,980.350,No
2110,3744-ZBHON,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month_to_month,No,Electronic check,20.2,65.950,No
2111,3373-DIUUN,Male,0,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,No,Mailed check,21.25,711.900,No
2112,8383-SGHJU,Female,0,No,No,33,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One_year,No,Electronic check,59.4,1952.800,No
2113,7607-QKKTJ,Male,0,Yes,Yes,45,Yes,Yes,Fiber_optic,No,Yes,Yes,No,No,Yes,One_year,Yes,Credit card (automatic),95.0,4368.850,No
2114,7707-PYBBH,Male,0,No,No,40,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month_to_month,Yes,Mailed check,61.9,2647.100,No
2115,8984-HPEMB,Female,0,No,No,71,Yes,Yes,Fiber_optic,Yes,Yes,Yes,Yes,Yes,Yes,Two_year,Yes,Electronic check,118.65,8477.600,No
2116,4349-GFQHK,Male,0,No,No,1,Yes,Yes,DSL,No,No,Yes,No,No,No,Month_to_month,No,Electronic check,54.35,54.350,Yes
2117,4139-DETXS,Female,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two_year,No,Bank transfer (automatic),64.45,4528.000,No
2118,9779-DPNEJ,Female,0,Yes,Yes,22,Yes,No,Fiber_optic,No,No,No,No,No,Yes,Month_to_month,Yes,Electronic check,80.15,1790.650,No
2119,9805-FILKB,Male,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One_year,Yes,Bank transfer (automatic),20.2,845.600,No
2120,5793-YOLJN,Female,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,No,Mailed check,21.0,1210.300,No
2121,0673-IGUQO,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month_to_month,No,Mailed check,20.45,20.450,No
2122,4123-FCVCB,Female,0,No,No,12,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One_year,Yes,Mailed check,75.85,854.450,No
2123,8819-IMISP,Male,0,No,No,31,Yes,Yes,Fiber_optic,No,Yes,No,No,No,No,Month_to_month,Yes,Electronic check,80.45,2429.100,No
2124,7802-EFKNY,Male,0,Yes,No,5,No,No phone service,DSL,No,No,No,No,No,No,Month_to_month,Yes,Electronic check,24.95,100.400,Yes
2125,8311-UEUAB,Female,0,Yes,Yes,67,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two_year,Yes,Electronic check,75.5,5229.450,No
2126,5858-EAFCZ,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month_to_month,No,Mailed check,44.45,44.450,No
2127,8035-BUYVG,Male,0,Yes,No,40,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,One_year,Yes,Electronic check,42.35,1716.450,Yes
2128,1163-ONYEY,Male,0,Yes,Yes,41,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month_to_month,Yes,Credit card (automatic),74.55,3023.550,No
2129,9787-XVQIU,Male,0,No,No,1,Yes,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic check,75.3,75.300,Yes
2130,8945-MUQUF,Male,0,No,No,51,Yes,Yes,Fiber_optic,Yes,Yes,No,No,Yes,No,One_year,Yes,Electronic check,94.8,4837.600,Yes
2131,5656-MJEFC,Male,0,Yes,Yes,42,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two_year,No,Credit card (automatic),48.15,2032.300,No
2132,6082-OQFBA,Male,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One_year,No,Mailed check,19.65,436.900,No
2133,8051-HJRLT,Female,1,No,No,1,Yes,No,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic check,70.55,70.550,Yes
2134,8974-OVACP,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month_to_month,No,Mailed check,20.15,20.150,No
2135,4010-YLMVT,Female,0,No,No,56,Yes,Yes,Fiber_optic,Yes,Yes,No,No,Yes,Yes,Month_to_month,Yes,Credit card (automatic),106.6,5893.950,No
2136,1379-FRVEB,Male,0,No,Yes,15,Yes,Yes,Fiber_optic,No,Yes,No,No,Yes,No,Month_to_month,Yes,Electronic check,91.0,1430.050,No
2137,8612-GXIDD,Male,0,Yes,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,Yes,Bank transfer (automatic),25.4,313.000,No
2138,6288-CHQJB,Female,0,Yes,Yes,54,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two_year,No,Bank transfer (automatic),69.95,3871.850,No
2139,8160-HOWOX,Female,0,No,No,7,Yes,No,DSL,No,No,No,No,Yes,Yes,Month_to_month,Yes,Electronic check,66.85,458.100,No
2140,3023-GFLBR,Female,0,Yes,Yes,33,Yes,Yes,Fiber_optic,No,No,No,No,No,Yes,Month_to_month,No,Credit card (automatic),86.15,2745.700,Yes
2141,6648-INWPS,Male,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month_to_month,No,Electronic check,20.15,341.350,No
2142,4223-BKEOR,Female,0,No,Yes,21,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One_year,No,Mailed check,64.85,1336.800,No
2143,4079-VTGLK,Male,1,Yes,No,30,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two_year,No,Electronic check,74.85,2181.750,No
2144,1763-WQFUK,Male,0,No,No,3,Yes,No,DSL,No,No,No,Yes,No,No,Month_to_month,Yes,Mailed check,50.5,147.750,No
2145,1391-UBDAR,Male,0,No,No,11,Yes,No,Fiber_optic,No,No,Yes,No,No,No,Month_to_month,No,Electronic check,72.9,818.450,No
2146,8894-JVDCV,Female,0,No,No,62,Yes,Yes,Fiber_optic,Yes,Yes,Yes,Yes,Yes,Yes,One_year,Yes,Credit card (automatic),115.05,7133.450,No
2147,2023-VQFDL,Male,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month_to_month,No,Electronic check,19.0,348.800,No
2148,1345-GKDZZ,Male,0,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month_to_month,No,Mailed check,19.55,128.600,No
2149,2014-MKGMH,Female,0,No,No,46,Yes,Yes,Fiber_optic,No,No,Yes,No,Yes,Yes,One_year,Yes,Electronic check,101.1,4674.400,No
2150,5628-FCGYG,Male,0,No,No,21,Yes,Yes,Fiber_optic,No,No,No,No,No,Yes,Month_to_month,Yes,Electronic check,84.1,1737.450,No
2151,2560-WBWXF,Male,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,Yes,Bank transfer (automatic),24.15,1498.850,No
2152,0248-IPDFW,Female,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month_to_month,Yes,Electronic check,50.1,50.100,No
2153,7978-DKUQH,Female,0,Yes,No,25,Yes,No,Fiber_optic,No,No,Yes,No,No,No,Month_to_month,Yes,Electronic check,74.6,1797.750,No
2154,4335-UPJSI,Female,0,No,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,No,Mailed check,19.75,498.100,No
2155,0524-IAVZO,Female,0,Yes,No,30,Yes,Yes,Fiber_optic,No,No,No,No,No,Yes,Month_to_month,Yes,Electronic check,85.0,2624.250,Yes
2156,2737-YNGYW,Female,0,No,No,2,Yes,No,Fiber_optic,No,No,No,No,No,Yes,Month_to_month,No,Electronic check,80.55,184.100,Yes
2157,1784-EZDKJ,Male,0,Yes,No,51,Yes,Yes,Fiber_optic,No,Yes,Yes,No,Yes,Yes,One_year,Yes,Bank transfer (automatic),106.8,5498.800,No
2158,9297-FVVDH,Female,0,Yes,Yes,57,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two_year,Yes,Electronic check,84.5,4845.400,No
2159,8007-YYPWD,Female,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,No,Bank transfer (automatic),25.05,369.100,No
2160,7101-HRBLJ,Female,0,Yes,Yes,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two_year,Yes,Bank transfer (automatic),83.7,6096.900,No
2161,5159-YFPKQ,Female,0,No,No,2,Yes,No,Fiber_optic,No,No,Yes,No,No,No,Month_to_month,Yes,Electronic check,75.8,160.750,Yes
2162,6635-CPNUN,Male,0,Yes,No,28,Yes,Yes,Fiber_optic,No,Yes,Yes,No,Yes,No,Month_to_month,No,Credit card (automatic),96.6,2684.350,No
2163,4021-RQSNY,Male,1,Yes,No,29,Yes,Yes,Fiber_optic,No,No,Yes,No,Yes,Yes,Month_to_month,Yes,Electronic check,98.5,3004.150,Yes
2164,5453-YBTWV,Male,0,Yes,Yes,70,Yes,No,Fiber_optic,Yes,Yes,Yes,Yes,Yes,No,Two_year,Yes,Credit card (automatic),101.1,6994.800,No
2165,5039-LZRQT,Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One_year,No,Mailed check,20.2,273.250,No
2166,2931-VUVJN,Female,1,Yes,No,59,Yes,Yes,Fiber_optic,Yes,Yes,Yes,Yes,No,No,One_year,Yes,Electronic check,94.05,5483.900,No
2167,9061-TIHDA,Male,1,Yes,No,13,Yes,Yes,Fiber_optic,No,No,No,No,Yes,Yes,Month_to_month,Yes,Electronic check,95.25,1233.650,Yes
2168,8699-ASUFO,Male,1,Yes,No,7,Yes,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Mailed check,74.4,527.900,Yes
2169,6418-PIQSP,Female,0,Yes,No,62,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two_year,No,Mailed check,81.0,4985.900,No
2170,8220-OCUFY,Female,0,No,No,21,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One_year,Yes,Electronic check,60.25,1258.350,No
2171,3995-WFCSM,Female,0,No,No,2,Yes,No,DSL,No,No,Yes,No,No,Yes,Month_to_month,No,Electronic check,60.85,111.400,No
2172,1895-QTKDO,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month_to_month,No,Credit card (automatic),43.95,43.950,No
2173,2038-OEQZH,Male,0,No,No,4,Yes,No,Fiber_optic,No,No,Yes,No,No,Yes,Month_to_month,No,Electronic check,86.05,308.100,No
2174,1178-PZGAB,Female,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One_year,No,Credit card (automatic),20.25,383.650,No
2175,7927-AUXBZ,Female,0,No,No,30,Yes,No,Fiber_optic,No,No,No,Yes,Yes,No,Month_to_month,No,Electronic check,85.15,2555.900,Yes
2176,2626-VEEWG,Male,0,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,Yes,Credit card (automatic),19.4,1284.200,No
2177,2878-RMWXY,Male,1,Yes,No,72,Yes,Yes,Fiber_optic,Yes,Yes,Yes,No,No,Yes,Two_year,Yes,Credit card (automatic),102.65,7550.300,No
2178,1657-DYMBM,Male,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,No,Credit card (automatic),19.9,1110.050,No
2179,7311-MQJCH,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One_year,No,Electronic check,19.55,99.600,No
2180,7375-WMVMT,Male,1,Yes,No,71,Yes,No,Fiber_optic,No,Yes,Yes,Yes,No,Yes,Two_year,Yes,Credit card (automatic),95.5,6707.150,No
2181,1136-XGEQU,Female,0,Yes,Yes,50,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One_year,Yes,Credit card (automatic),84.15,4164.400,No
2182,2530-FMFXO,Male,0,Yes,Yes,56,Yes,Yes,Fiber_optic,No,No,Yes,Yes,Yes,Yes,Two_year,Yes,Electronic check,103.2,5873.750,No
2183,6844-DZKRF,Male,0,No,No,2,Yes,No,DSL,No,No,No,Yes,No,No,Month_to_month,Yes,Credit card (automatic),50.2,109.250,No
2184,4695-WJZUE,Female,1,No,No,2,Yes,Yes,Fiber_optic,No,No,Yes,No,No,Yes,Month_to_month,Yes,Electronic check,88.55,179.250,Yes
2185,7619-ODSGN,Male,0,Yes,Yes,24,Yes,Yes,DSL,Yes,No,No,No,No,No,Month_to_month,No,Electronic check,54.75,1338.150,Yes
2186,5970-GHJAW,Male,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,No,Credit card (automatic),19.95,862.400,No
2187,8879-XUAHX,Male,0,Yes,No,71,Yes,Yes,Fiber_optic,Yes,Yes,Yes,Yes,Yes,Yes,Two_year,Yes,Electronic check,116.25,8564.750,No
2188,3689-MOZGR,Female,0,No,No,29,No,No phone service,DSL,No,No,No,Yes,No,No,Month_to_month,Yes,Electronic check,31.2,926.200,No
2189,4195-PNGZS,Male,0,Yes,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,No,Bank transfer (automatic),24.45,1718.200,No
2190,5003-XZWWO,Male,0,Yes,No,71,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two_year,No,Credit card (automatic),84.2,5956.850,No
2191,3988-RQIXO,Female,1,No,No,1,Yes,No,Fiber_optic,No,No,No,No,Yes,Yes,Month_to_month,Yes,Electronic check,91.3,91.300,Yes
2192,7622-FWGEW,Male,1,Yes,No,56,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two_year,Yes,Bank transfer (automatic),85.65,4824.450,No
2193,6922-NCEDI,Male,0,No,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One_year,Yes,Mailed check,21.2,1238.650,No
2194,2514-GINMM,Male,0,No,No,1,Yes,No,Fiber_optic,No,No,No,No,Yes,No,Month_to_month,Yes,Electronic check,79.5,79.500,Yes
2195,9891-NQDBD,Female,0,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One_year,No,Mailed check,25.55,672.200,No
2196,6131-IUNXN,Female,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month_to_month,No,Mailed check,20.2,382.200,No
2197,8548-AWOFC,Male,0,Yes,No,66,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month_to_month,No,Electronic check,63.85,4264.600,No
2198,9798-DRYDS,Female,0,Yes,Yes,17,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One_year,Yes,Mailed check,61.95,1070.700,No
2199,8532-UEFWH,Male,0,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,No,Mailed check,25.75,1345.850,No
2200,6296-DDOOR,Female,0,No,No,19,Yes,No,DSL,No,Yes,No,No,Yes,No,One_year,No,Electronic check,58.2,1045.250,No
2201,7951-VRDVK,Female,0,No,No,36,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One_year,No,Bank transfer (automatic),85.85,3003.550,No
2202,5931-FLJJF,Male,1,Yes,No,7,Yes,No,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Mailed check,70.1,467.550,Yes
2203,4815-YOSUK,Male,0,Yes,Yes,72,Yes,Yes,Fiber_optic,Yes,Yes,Yes,Yes,No,Yes,One_year,Yes,Credit card (automatic),104.9,7537.500,No
2204,2659-VXMWZ,Male,0,Yes,Yes,67,Yes,Yes,Fiber_optic,Yes,Yes,Yes,No,Yes,Yes,One_year,Yes,Electronic check,111.3,7482.100,Yes
2205,0380-NEAVX,Male,1,No,No,34,Yes,No,Fiber_optic,No,Yes,Yes,No,Yes,Yes,One_year,Yes,Electronic check,99.85,3343.150,No
2206,3207-OYBWH,Male,1,Yes,No,57,Yes,Yes,Fiber_optic,No,Yes,Yes,No,No,Yes,Month_to_month,Yes,Bank transfer (automatic),95.25,5427.050,Yes
2207,4285-GYRQC,Female,0,Yes,No,7,Yes,No,Fiber_optic,No,No,Yes,No,Yes,No,Month_to_month,Yes,Electronic check,86.25,587.100,Yes
2208,7216-EWTRS,Female,1,Yes,No,1,Yes,Yes,Fiber_optic,No,No,Yes,No,Yes,Yes,Month_to_month,Yes,Electronic check,100.8,100.800,Yes
2209,4365-MSDYN,Male,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month_to_month,Yes,Bank transfer (automatic),19.55,161.150,No
2210,7036-TYDEC,Female,0,No,No,69,Yes,Yes,Fiber_optic,No,No,Yes,Yes,Yes,Yes,Two_year,No,Electronic check,104.0,7028.500,No
2211,5802-ADBRC,Female,0,Yes,No,50,Yes,Yes,Fiber_optic,Yes,No,Yes,No,Yes,Yes,One_year,Yes,Mailed check,104.4,5232.900,No
2212,8076-FEZKJ,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One_year,No,Mailed check,19.5,225.850,No
2213,5197-YPYBZ,Female,0,Yes,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,No,Credit card (automatic),25.25,274.700,No
2214,8337-MSSXB,Female,0,No,No,14,Yes,No,Fiber_optic,No,Yes,No,No,No,Yes,Month_to_month,Yes,Electronic check,86.3,1180.950,Yes
2215,4312-GVYNH,Female,0,Yes,No,70,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two_year,Yes,Bank transfer (automatic),49.85,3370.200,No
2216,8495-LJDFO,Female,1,No,No,64,Yes,Yes,Fiber_optic,Yes,No,Yes,Yes,Yes,Yes,Month_to_month,Yes,Bank transfer (automatic),108.95,7111.300,No
2217,0839-JTCUD,Female,0,Yes,Yes,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two_year,No,Credit card (automatic),89.9,5958.850,No
2218,5494-WOZRZ,Female,0,Yes,Yes,71,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two_year,Yes,Credit card (automatic),82.0,5999.850,No
2219,1302-UHBDD,Male,1,No,No,20,Yes,No,Fiber_optic,No,No,No,No,Yes,Yes,Month_to_month,No,Electronic check,89.95,1648.450,No
2220,2234-EOFPT,Male,0,Yes,No,72,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two_year,Yes,Bank transfer (automatic),79.35,5753.250,No
2221,8619-IJNDK,Female,0,Yes,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two_year,No,Credit card (automatic),64.05,4492.900,No
2222,8378-LKJAF,Male,0,Yes,Yes,38,Yes,Yes,Fiber_optic,No,No,Yes,No,Yes,Yes,Month_to_month,Yes,Credit card (automatic),101.15,3956.700,No
2223,8182-BJDSI,Female,0,No,No,28,Yes,Yes,Fiber_optic,No,Yes,No,No,No,Yes,Month_to_month,Yes,Electronic check,89.95,2625.550,Yes
2224,2528-HFYZX,Male,1,Yes,No,17,Yes,No,Fiber_optic,No,Yes,No,No,No,No,Month_to_month,Yes,Electronic check,76.45,1233.400,Yes
2225,1153-GNOLC,Male,0,No,No,33,No,No phone service,DSL,No,Yes,No,No,Yes,No,One_year,Yes,Electronic check,39.1,1309.000,No
2226,3298-QEICA,Female,0,Yes,Yes,23,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two_year,No,Mailed check,34.6,813.450,No
2227,0788-DXBFY,Male,0,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One_year,Yes,Electronic check,19.55,1108.800,No
2228,3597-YASZG,Female,1,Yes,No,70,Yes,Yes,Fiber_optic,No,Yes,No,Yes,Yes,Yes,Two_year,Yes,Bank transfer (automatic),104.45,7349.350,No
2229,3496-LFSZU,Male,0,Yes,No,4,Yes,No,Fiber_optic,No,No,No,No,No,No,Month_to_month,No,Electronic check,70.5,294.200,No
2230,5242-UOWHD,Male,0,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,No,Mailed check,20.35,929.200,No
2231,2482-CZGBB,Male,0,No,No,10,Yes,No,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic check,70.0,740.000,Yes
2232,6479-SZPLM,Male,0,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,No,Credit card (automatic),19.45,754.500,No
2233,8097-VBQTZ,Male,0,No,No,54,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month_to_month,Yes,Mailed check,69.9,3883.300,No
2234,4500-HKANN,Male,0,Yes,Yes,23,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two_year,No,Mailed check,59.7,1414.200,No
2235,9917-KWRBE,Female,0,Yes,Yes,41,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One_year,Yes,Credit card (automatic),78.35,3211.200,No
2236,3420-ZDBMA,Male,1,No,No,5,Yes,No,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Mailed check,71.45,371.600,No
2237,2212-LYASK,Male,0,Yes,Yes,27,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One_year,Yes,Credit card (automatic),45.85,1246.400,No
2238,1393-IMKZG,Female,0,No,No,1,Yes,No,Fiber_optic,No,No,No,Yes,Yes,Yes,Month_to_month,Yes,Electronic check,95.85,95.850,No
2239,8069-RHUXK,Female,0,Yes,Yes,67,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two_year,No,Credit card (automatic),35.7,2545.700,No
2240,3398-GCPMU,Female,1,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two_year,Yes,Credit card (automatic),89.55,6448.850,No
2241,2908-WGAXL,Female,0,Yes,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,Yes,Credit card (automatic),24.95,1468.900,No
2242,3378-AJRAO,Male,0,Yes,Yes,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One_year,No,Electronic check,24.85,1013.600,No
2243,1013-QCWAM,Female,1,Yes,No,66,Yes,Yes,Fiber_optic,No,Yes,No,No,Yes,Yes,Month_to_month,Yes,Electronic check,100.8,6690.750,No
2244,0866-QLSIR,Female,0,No,No,34,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One_year,Yes,Mailed check,64.4,2088.750,Yes
2245,6050-FFXES,Female,0,Yes,No,69,Yes,Yes,Fiber_optic,No,No,Yes,Yes,Yes,Yes,Two_year,No,Bank transfer (automatic),105.35,7240.650,No
2246,7181-BQYBV,Female,0,Yes,Yes,1,Yes,Yes,Fiber_optic,Yes,No,Yes,No,Yes,Yes,Month_to_month,Yes,Electronic check,102.45,102.450,Yes
2247,0362-RAOQO,Female,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,No,Credit card (automatic),19.65,830.250,No
2248,9554-DFKIC,Male,0,Yes,Yes,30,Yes,Yes,DSL,Yes,No,No,No,No,No,Month_to_month,Yes,Bank transfer (automatic),54.45,1588.700,No
2249,5527-ACHSO,Female,0,No,No,11,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month_to_month,No,Mailed check,70.5,829.300,No
2250,0829-DDVLK,Female,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One_year,No,Credit card (automatic),20.1,302.450,No
2251,1399-UBQIU,Male,0,No,No,11,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month_to_month,Yes,Electronic check,69.35,712.250,No
2252,1813-JLKWR,Female,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One_year,No,Bank transfer (automatic),19.8,1336.650,No
