Model,Mfg_Year,KM,Fuel_Type,HP,Met_Color,Color,Automatic,CC,Doors,Cylinders,Gears,Quarterly_Tax,Weight,Mfr_Guarantee,BOVAG_Guarantee,Guarantee_Period,ABS,Airbag_1,Airbag_2,Airco,Automatic_airco,Boardcomputer,CD_Player,Central_Lock,Powered_Windows,Power_Steering,Radio,Mistlamps,Sport_Model,Backseat_Divider,Metallic_Rim,Radio_cassette,Parking_Assistant,Tow_Bar,price_category
TOYOTA_Corolla_1.6_16V_VVT_I_LIFTB_TERRA_4/5-Doors,2001,33113,Petrol,110,1,Red,0,1600,5,4,5,85,1075,1,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,Low
TOYOTA_Corolla_1.6v_VVT-i_Linea_Sol_4/5-Doors,2001,33000,Petrol,110,1,Silver,1,1600,5,4,6,19,1075,0,0,3,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,Low
 TOYOTA_Corolla_1.6_16V_VVT_I_LIFTB_SOL_4/5-Doors,2001,32941,Petrol,110,1,Yellow,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,High
TOYOTA_Corolla_1.6_16V_VVT_I_LIFTB_TERRA_4/5-Doors,2001,32781,Petrol,110,0,Blue,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,High
TOYOTA_Corolla_1.6_16V_VVT_I_HATCHB_TERRA_2/3-Doors,2001,32532,Petrol,110,1,Black,0,1600,3,4,5,69,1040,1,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,Low
TOYOTA_Corolla_1.4_16V_VVT_I_LIFTB_LUNA_4/5-Doors,2001,32431,Petrol,97,1,Silver,0,1400,5,4,5,85,1060,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,High
TOYOTA_Corolla_1.6_16V_VVT_I_HATCHB_TERRA_2/3-Doors,2001,32000,Petrol,110,0,Black,0,1600,3,4,5,69,1040,0,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,High
TOYOTA_Corolla_1.6I_LIFTBACK_4/5-Doors,2001,31000,Petrol,110,1,Silver,0,1600,5,4,5,19,1075,0,1,6,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,High
TOYOTA_Corolla_1.6_16V_VVT_I_HATCHB_SOL_2/3-Doors,2001,30989,Petrol,110,0,Green,0,1600,3,4,5,69,1045,0,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,High
TOYOTA_Corolla_1.6_16V_VVT_I_HATCHB_TERRA_2/3-Doors,2001,30742,Petrol,110,1,Silver,0,1600,3,4,5,69,1040,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,High
TOYOTA_Corolla_1.6_16V_VVT_I_LIFTB_TERRA_4/5-Doors,2001,30190,Petrol,110,1,Red,0,1600,5,4,5,85,1075,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,High
TOYOTA_Corolla_Liftback_1.6_VVTI_4/5-Doors,2001,29716,Petrol,116,1,Grey,0,1600,5,4,5,85,1075,0,1,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,Low
TOYOTA_Corolla_1.6_16V_VVT_I_HATCHB_TERRA_AUT4_2/3-Doors,2001,29716,Petrol,110,1,Silver,1,1600,3,4,5,85,1070,1,1,3,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,High
TOYOTA_Corolla_1.6_16V_VVT_I_HATCHB_G6_2/3-Doors,2001,29640,Petrol,110,0,Red,0,1600,3,4,5,85,1055,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,High
 TOYOTA_Corolla_1.4_16V_VVT_I_LIFTB_LUNA_4/5-Doors,2001,29056,Petrol,97,1,Grey,0,1400,5,4,5,85,1060,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,High
TOYOTA_Corolla_1.6_16V_VVT_I_LIFTB_TERRA_4/5-Doors,2001,28715,Petrol,110,1,Grey,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,High
 TOYOTA_Corolla_1.6_16V_VVT_I_HATCHB_G6_4/5-Doors,2001,28571,Petrol,110,0,Red,0,1600,5,4,5,85,1090,1,1,3,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,High
TOYOTA_Corolla_1.6_16V_VVT_I_HATCHB_TERRA_2/3-Doors,2001,28362,Petrol,110,1,Blue,0,1600,3,4,5,69,1040,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,High
TOYOTA_Corolla_1.6_16V_VVT_I_LIFTB_LUNA_4/5-Doors,2001,28150,Petrol,110,1,Red,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,High
TOYOTA_Corolla_1.6_16V_VVT_I_HATCHB_TERRA_2/3-Doors,2001,27301,Petrol,110,1,Grey,0,1600,3,4,5,69,1040,1,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,High
 TOYOTA_Corolla_1.6_Terra_LB_Comf._4/5-Doors,2001,27240,Petrol,110,1,Blue,0,1600,5,4,5,85,1075,0,0,12,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,High
TOYOTA_Corolla_1.4_16V_VVT_I_LIFTB_TERRA_4/5-Doors,2001,27170,Petrol,97,1,Yellow,0,1400,5,4,5,85,1060,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,Low
 TOYOTA_Corolla_1.4_16V_VVT_I_LIFTB_TERRA_4/5-Doors,2001,27141,Petrol,97,1,Green,0,1400,5,4,5,85,1060,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Low
TOYOTA_Corolla_1.6_16V_VVT_I_LIFTB_TERRA_4/5-Doors,2001,26262,Petrol,110,1,Grey,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,High
TOYOTA_Corolla_1.4_16V_VVT_I_LIFTB_LUNA_4/5-Doors,2001,26000,Petrol,97,1,Grey,0,1400,5,4,5,85,1060,1,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,High
TOYOTA_Corolla_1.6_16V_VVT_I_HATCHB_SOL_2/3-Doors,2001,25228,Petrol,110,1,Blue,0,1600,3,4,5,69,1045,1,1,3,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,High
 TOYOTA_Corolla_1.6_16V_VVT_I_LIFTB_SOL_4/5-Doors,2001,25062,Petrol,110,1,Green,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,High
TOYOTA_Corolla_1.6_16V_VVT_I_SEDAN_TERRA_AUT4_4/5-Doors,2001,24723,Petrol,110,1,Green,1,1600,4,4,5,85,1060,1,1,3,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,High
TOYOTA_Corolla_1.6_16V_VVT_I_HATCHB_G6_2/3-Doors,2001,24650,Petrol,110,1,Black,0,1600,3,4,5,85,1055,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,High
 TOYOTA_Corolla_1.6_16V_VVT_I_LIFTB_SOL_4/5-Doors,2001,24553,Petrol,110,1,Green,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,High
 TOYOTA_Corolla_1.6_VVTi_Terra_Comfort_4/5-Doors,2001,24475,Petrol,110,1,Red,0,1600,5,4,5,69,1030,0,1,12,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,High
TOYOTA_Corolla_1.6_16V_VVT_I_HATCHB_TERRA_2/3-Doors,2001,24444,Petrol,110,1,Blue,0,1600,3,4,5,69,1040,1,1,3,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,High
TOYOTA_Corolla_1.4_16V_VVT_I_HATCHB_TERRA_2/3-Doors,2001,24011,Petrol,97,0,Grey,0,1400,3,4,5,69,1025,1,1,3,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Low
TOYOTA_Corolla_1.4_16V_VVT_I_HATCHB_TERRA_2/3-Doors,2001,24000,Petrol,97,1,Grey,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,High
TOYOTA_Corolla_1.6_16V_VVT_I_LIFTB_LUNA_4/5-Doors,2001,23616,Petrol,110,1,Green,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,High
TOYOTA_Corolla_1.6_16V_VVT_I_LIFTB_LUNA_4/5-Doors,2001,22865,Petrol,110,1,Silver,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,High
TOYOTA_Corolla_1.3_16V_LIFTB_LINEA_TERRA_4/5-Doors,2001,22780,Petrol,86,1,Green,0,1300,5,4,5,69,1035,1,1,3,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,Low
TOYOTA_Corolla_1.4_16V_VVT_I_HATCHB_TERRA_2/3-Doors,2001,21904,Petrol,97,0,Blue,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Low
TOYOTA_Corolla_1.4_16V_VVT_I_HATCHB_TERRA_2/3-Doors,2001,21651,Petrol,97,0,Green,0,1400,3,4,5,69,1025,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,High
TOYOTA_Corolla_1.6_VVTI_Linea_Terra_Comfort_4/5-Doors,2001,21500,Petrol,110,1,Red,0,1600,5,4,5,69,1030,1,0,12,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,Low
 TOYOTA_Corolla_1.6_16V_VVT_I_LIFTB_SOL_4/5-Doors,2001,21027,Petrol,110,1,Green,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,High
TOYOTA_Corolla_1.6_16V_VVT_I_SEDAN_TERRA_4/5-Doors,2001,18500,Petrol,110,0,Red,0,1600,4,4,5,69,1030,0,0,3,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Low
TOYOTA_Corolla_1.6_16V_VVT_I_LIFTB_TERRA_4/5-Doors,2001,18000,Petrol,110,1,Green,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,High
TOYOTA_Corolla_1.4_16V_VVT_I_LIFTB_TERRA_4/5-Doors,2001,17051,Petrol,97,0,Grey,0,1400,5,4,5,85,1060,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,High
TOYOTA_Corolla_1.4_LB_LINEA_TERRA_4/5-Doors,2001,16512,Petrol,97,1,Grey,0,1400,5,4,5,19,1085,0,1,3,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,High
TOYOTA_Corolla_1.6_16V_VVT_I_LIFTB_SOL_4/5-Doors,2001,16325,Petrol,110,1,Silver,0,1600,5,4,5,85,1080,0,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,High
TOYOTA_Corolla_1.4_16V_VVT_I_LIFTB_LUNA_4/5-Doors,2001,16000,Petrol,97,1,Grey,0,1400,5,4,5,85,1060,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,Low
TOYOTA_Corolla_1.6_Linea_Terra_LB_4/5-Doors,2001,12000,Petrol,110,1,Green,0,1600,5,4,5,85,1075,0,0,12,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Low
TOYOTA_Corolla_1.4_VVTI_LB_4/5-Doors,2001,10000,Petrol,97,1,Blue,0,1400,5,4,5,85,1060,0,0,6,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,High
 TOYOTA_Corolla_1.9_D_HATCHB_SOL_2/3-Doors,2000,216000,Diesel,69,0,White,0,1900,3,4,5,185,1110,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,Low
TOYOTA_Corolla_1.9_D_SEDAN_TERRA_4/5-Doors,2000,198167,Diesel,69,0,Red,0,1900,4,4,5,185,1095,0,1,3,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,Low
TOYOTA_Corolla_1.9_D_HATCHB_TERRA_2/3-Doors,2000,176000,Diesel,69,0,Blue,0,1900,3,4,5,185,1105,0,1,3,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Low
TOYOTA_Corolla_2.0_DSL_SEDAN_LINEA_TERRA_4/5-Doors,2000,174139,Diesel,72,1,Blue,0,2000,4,4,5,185,1100,0,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,Low
TOYOTA_Corolla_1.9_D_Sedan_4/5-Doors,2000,174000,Diesel,69,1,Silver,0,1900,5,4,5,185,1095,0,0,6,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Low
TOYOTA_Corolla_1.6_VVTi_Linea_terra_2/3-Doors,2000,150000,CNG,110,1,Blue,0,1600,3,4,5,72,1075,0,0,6,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Low
TOYOTA_Corolla_2.0_DSL_LIFTB_LINEA_TERRA_4/5-Doors,2000,149329,Diesel,72,1,Red,0,2000,5,4,5,185,1135,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,Low
TOYOTA_Corolla_1.6_16V_VVT_I_LIFTB_SOL_4/5-Doors,2000,146736,Petrol,110,1,Silver,0,1600,5,4,5,85,1080,0,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,Low
TOYOTA_Corolla_1.9_D_LIFTB_LUNA_4/5-Doors,2000,143513,Diesel,69,0,Grey,0,1900,5,4,5,185,1140,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
TOYOTA_Corolla_1.6_16V_VVT_I_LIFTB_TERRA_4/5-Doors,2000,142130,CNG,110,0,Red,0,1600,5,4,5,197,1119,0,1,3,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,Low
TOYOTA_Corolla_1.9_D_WGN_LINEA_TERRA_Stationwagen,2000,140700,Diesel,69,1,Grey,0,1900,5,4,5,64,1110,0,1,3,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,Low
 TOYOTA_Corolla_1.9_D_SEDAN_TERRA_4/5-Doors,2000,138394,Diesel,69,1,Silver,0,1900,4,4,5,185,1095,0,1,3,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,Low
TOYOTA_Corolla_2.0_DSL_LIFTB_LINEA_TERRA_4/5-Doors,2000,137000,Diesel,72,1,Blue,0,2000,5,4,5,185,1135,0,0,3,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,Low
TOYOTA_Corolla_1.9_D_WAGON_TERRA_Stationwagen,2000,135258,Diesel,69,1,Grey,0,1900,5,4,5,185,1140,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,Low
TOYOTA_Corolla_1.6_16V_VVT_I_WAGON_TERRA_Stationwagen,2000,131364,Petrol,110,1,Black,0,1600,5,4,5,85,1075,0,1,3,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,Low
TOYOTA_Corolla_1.8D_Stationwagen,2000,129155,Diesel,69,0,White,0,1800,5,4,5,64,1110,0,0,3,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Low
 TOYOTA_Corolla_1.6_16V_VVT_I_HATCHB_G6_2/3-Doors,2000,126110,Petrol,110,0,Black,0,1600,3,4,5,85,1055,0,1,3,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,Low
TOYOTA_Corolla_1.6_16V_VVT_I_LIFTB_SOL_4/5-Doors,2000,119742,Petrol,110,1,Blue,0,1600,5,4,5,85,1080,0,1,3,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,Low
TOYOTA_Corolla_1.9_D_LB_LINEA_SOL_4/5-Doors,2000,117913,Diesel,69,1,Blue,0,1900,5,4,5,64,1110,0,1,3,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,Low
TOYOTA_Corolla_2.0_D4D_HATCHB_TERRA_2/3-Doors,2000,117430,Diesel,90,1,Blue,0,2000,3,4,5,210,1165,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,High
TOYOTA_Corolla_1.6_16V_VVT_I_SEDAN_TERRA_4/5-Doors,2000,117175,Petrol,110,1,Green,0,1600,4,4,5,69,1035,1,1,3,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,Low
TOYOTA_Corolla_1.6_16V_VVT_I_SEDAN_TERRA_4/5-Doors,2000,115558,Petrol,110,1,Blue,0,1600,4,4,5,69,1035,1,1,3,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,Low
TOYOTA_Corolla_1.4_16V_VVT_I_HATCHB_TERRA_2/3-Doors,2000,115113,Petrol,97,1,Grey,0,1400,3,4,5,69,1025,1,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,Low
TOYOTA_Corolla_1.9_D_LIFTB_TERRA_4/5-Doors,2000,115046,Diesel,69,1,Blue,0,1900,5,4,5,185,1140,0,1,3,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,Low
TOYOTA_Corolla_2.0D_4/5-Doors,2000,113997,Diesel,72,1,Green,0,2000,5,4,5,64,1135,0,0,3,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Low
TOYOTA_Corolla_1.4_16V_VVT_I_LIFTB_TERRA_4/5-Doors,2000,107859,Petrol,97,0,Blue,0,1400,5,4,5,85,1060,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Low
TOYOTA_Corolla_1.4_16V_VVT_I_HATCHB_TERRA_2/3-Doors,2000,104805,Petrol,97,1,Black,0,1400,3,4,5,69,1025,1,1,3,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,Low
TOYOTA_Corolla_1.6_16V_LIFTB_LINEA_LUNA_4/5-Doors,2000,103454,Petrol,110,1,Green,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,Low
TOYOTA_Corolla_1.9_D_WAGON_TERRA_Stationwagen,2000,103018,Diesel,69,0,White,0,1900,5,4,5,185,1140,0,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,Low
TOYOTA_Corolla_1.6_16V_VVT_I_LIFTB_SOL_4/5-Doors,2000,102352,Petrol,110,1,Red,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,Low
TOYOTA_Corolla_1.4_16V_VVT_I_LIFTB_TERRA_4/5-Doors,2000,102030,Petrol,97,1,Green,0,1400,5,4,5,85,1060,1,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,Low
TOYOTA_Corolla_1.6_16V_VVT_I_LIFTB_SOL_4/5-Doors,2000,101352,Petrol,110,0,Red,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,High
TOYOTA_Corolla_1.6_16v_TERRA_4/5-Doors,2000,99865,Petrol,110,1,Red,0,1600,4,4,5,69,1035,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Low
 TOYOTA_Corolla_1.6_16V_VVT_I_HATCHB_G6_2/3-Doors,2000,99323,Petrol,110,1,Black,0,1600,3,4,5,85,1055,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,Low
TOYOTA_Corolla_1.9_D_LIFTB_TERRA_4/5-Doors,2000,98100,Diesel,69,1,Grey,0,1900,5,4,5,185,1140,0,1,3,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Low
 TOYOTA_Corolla_1.6_16V_VVT_I_WAGON_TERRA_Stationwagen,2000,98040,Petrol,110,0,Grey,0,1600,5,4,5,85,1080,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,High
TOYOTA_Corolla_1.6_HB_SOL_2/3-Doors,2000,97600,Petrol,110,1,Silver,0,1600,3,4,5,69,1045,0,1,6,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,Low
 TOYOTA_Corolla_1.6_16V_VVT_I_LIFTB_SOL_4/5-Doors,2000,97234,Petrol,110,0,Blue,0,1600,5,4,5,85,1080,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,Low
 TOYOTA_Corolla_2.0_DSL_HATCHB_LINEA_TERRA_2/3-Doors,2000,96135,Diesel,72,0,Black,0,2000,3,4,5,185,1115,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,Low
TOYOTA_Corolla_1.6_16V_VVT_I_LIFTB_SOL_4/5-Doors,2000,96100,Petrol,110,1,Green,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,Low
 TOYOTA_Corolla_2.0_DSL_HATCHB_LINEA_TERRA_2/3-Doors,2000,94401,Diesel,72,0,Red,0,2000,3,4,5,185,1115,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,Low
 TOYOTA_Corolla_1.3_16V_HATCHB_LINEA_TERRA_2/3-Doors,2000,94122,Petrol,86,1,Blue,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,Low
TOYOTA_Corolla_1.6_16V_VVT_I_HATCHB_G6_2/3-Doors,2000,91340,Petrol,110,1,Blue,0,1600,3,4,5,85,1055,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,Low
TOYOTA_Corolla_1.4_16V_VVT_I_HATCHB_TERRA_2/3-Doors,2000,90200,Petrol,97,0,White,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,Low
TOYOTA_Corolla_1.9_D_LIFTB_TERRA_4/5-Doors,2000,90097,Diesel,69,1,Red,0,1900,5,4,5,185,1140,1,1,3,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,Low
 TOYOTA_Corolla_LIFTBACK_1.4_VVT-i_LINEA_TERRA_4/5-Doors,2000,89049,Petrol,97,1,Black,0,1400,5,4,5,85,1060,0,1,12,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,Low
 TOYOTA_Corolla_1.6_16V_VVT_I_WAGON_TERRA_Stationwagen,2000,89000,Petrol,110,0,Grey,0,1600,5,4,5,85,1075,0,0,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Low
 TOYOTA_Corolla_1.6_16V_VVT_I_HATCHB_TERRA_2/3-Doors,2000,87274,Petrol,110,1,Grey,0,1600,3,4,5,69,1040,1,1,3,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,Low
 TOYOTA_Corolla_1.6_16V_VVT_I_HATCHB_SOL_2/3-Doors,2000,86221,Petrol,110,0,Grey,0,1600,3,4,5,69,1045,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,Low
TOYOTA_Corolla_1.6_VVT-i_L._Sol_Wagon_Stationwagen,2000,84598,Petrol,110,0,Red,0,1600,5,4,5,19,1075,0,1,6,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,High
TOYOTA_Corolla_1.6_16V_VVT_I_LIFTB_TERRA_4/5-Doors,2000,83567,Petrol,110,0,Green,0,1600,5,4,5,85,1075,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,Low
TOYOTA_Corolla_1.6_16V_VVT_I_WAGON_TERRA_Stationwagen,2000,83106,Petrol,110,1,Silver,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,High
 TOYOTA_Corolla_1.6_16V_VVT_I_HATCHB_TERRA_2/3-Doors,2000,82805,Petrol,110,1,Green,0,1600,3,4,5,69,1040,1,1,3,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,High
TOYOTA_Corolla_1.4_16V_VVT_I_HATCHB_SOL_2/3-Doors,2000,82735,Petrol,97,1,Black,0,1400,3,4,5,69,1030,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,Low
 TOYOTA_Corolla_1.6_LB_LINEA_SOL_4/5-Doors,2000,81905,Petrol,110,1,Green,0,1600,5,4,5,19,1105,0,1,6,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,Low
TOYOTA_Corolla_1.6_16V_VVT_I_HATCHB_TERRA_AUT4_2/3-Doors,2000,80320,Petrol,110,1,Silver,1,1600,3,4,5,85,1070,1,1,3,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,Low
TOYOTA_Corolla_1.4_VVT-i_Linea_Sol_HB_2/3-Doors,2000,80090,Petrol,97,1,Silver,0,1400,3,4,5,69,1030,0,1,6,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,Low
TOYOTA_Corolla_1.6_16V_VVT_I_LIFTB_TERRA_4/5-Doors,2000,79800,Petrol,110,0,Red,0,1600,5,4,5,85,1075,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Low
 TOYOTA_Corolla_1.6_16V_VVT_I_LIFTB_TERRA_4/5-Doors,2000,78785,CNG,110,1,Black,0,1600,5,4,5,197,1119,1,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,Low
 TOYOTA_Corolla_1.6_16V_VVT_I_LIFTB_TERRA_4/5-Doors,2000,78600,Petrol,110,1,Blue,0,1600,5,4,5,85,1075,0,1,3,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,Low
TOYOTA_Corolla_1.6_16V_VVT_I_HATCHB_TERRA_2/3-Doors,2000,77780,Petrol,110,0,Red,0,1600,3,4,5,69,1040,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,Low
TOYOTA_Corolla_1.6_16V_VVT_I_SEDAN_TERRA_4/5-Doors,2000,77648,Petrol,110,0,Red,0,1600,4,4,5,69,1030,1,1,3,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,High
 TOYOTA_Corolla_1.6_16V_VVT_I_SEDAN_TERRA_4/5-Doors,2000,77270,Petrol,110,1,Blue,0,1600,4,4,5,69,1035,1,1,3,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,High
TOYOTA_Corolla_1.4_16V_VVT_I_LIFTB_TERRA_4/5-Doors,2000,76167,Petrol,97,1,Blue,0,1400,5,4,5,85,1060,1,1,3,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Low
